name,capacity,address,start_up_date,region,district,operator_name,ICO,operator_address,operator license,operator_region,operator_district,cadastre_area,cadastre_code,cadastre_municipal,cadastre_demarcation
,,,,,,,,,,,,Velký Újezd u Kojatic,667811,Kojatice,St. 4/3
,,,,,,,,,,,,Soběsuky u Nepomuka,751855,Neurazy,par. č. st. 81
,,,,,,,,,,,,Rajhradice,738956,Rajhradice,254/1
,,,,,,,,,,,,Malenovice,690783,Malenovice,St. 692
,,,,,,,,,,,,Mnichovo Hradiště,697575,Mnichovo Hradiště,parc.č. 51/2
,,,,,,,,,,,,Radostín nad Oslavou,738387,Radostín nad Oslavou,St. 36
,,,,,,,,,,,,Volovice,732761,Prachatice,St. 36/1
,,,,,,,,,,,,Králíky,672556,Králíky,St. 1108
,,,,,,,,,,,,Kluky,647225,Hradec Králové,St. 740
,,,,,,,,,,,,Břilice,615021,Třeboň,St. 259
,,,,,,,,,,,,Střelná,670979,Košťany,St. 325
,,,,,,,,,,,,Planá u Mariánských Lázní,721280,Planá,p.č. 1557
,,,,,,,,,,,,Chlumec nad Cidlinou,651800,Chlumec nad Cidlinou,St. 2374; St. 2377
,,,,,,,,,,,,Hostivice,645834,Hostivice,p.č. 1152/89
,,,,,,,,,,,,Modřice,697931,Modřice,129
,,,,,,,,,,,,Útušice,775665,Útušice,p. č. 324/28
,,,,,,,,,,,,Břevnov,729582,Praha,3608/2
,,,,,,,,,,,,Vítkov u Sokolova,782963,Sokolov,par. č. 200/3
,,,,,,,,,,,,Hlučín,639711,Hlučín,3071/572
,,,,,,,,,,,,Stará Bělá,753661,Ostrava,parc.č. 1195/5
,,,,,,,,,,,,Kopřivnice,669393,Kopřivnice,1093
,,,,,,,,,,,,Ochoz u Brna,709433,Ochoz u Brna,691
,,,,,,,,,,,,Vítonice u Znojma,783145,Prosiměřice,p.č. 30
,,,,,,,,,,,,Kroměříž,674834,Kroměříž,par. č. st. 4882
,,,,,,,,,,,,Pustkovec,715301,,p.č. 4178/13
,,,,,,,,,,,,Žernovice,701718,Žernovice,par.č.st. 127
,,,,,,,,,,,,Pardubice,717657,Pardubice,St. 10696
,,,,,,,,,,,,Vizovice,783196,Vizovice,St. 2022
,,,,,,,,,,,,Luže,689254,Luže,St. 930
,,,,,,,,,,,,Zlaté Hory v Jeseníkách,793191,Zlaté Hory,1842
,,,,,,,,,,,,Bobrovníky,605875,Hlučín,p.č. 236/126
,,,,,,,,,,,,Radostín nad Oslavou,738387,Radostín nad Oslavou,par. č. st. 344
,,,,,,,,,,,,Koryčany,669661,Koryčany,p.č. 55
,,,,,,,,,,,,Starý Plzenec,755150,Starý Plzenec,st. 1855
,,,,,,,,,,,,Kunčičky,714241,Ostrava,766
,,,,,,,,,,,,Nýrsko,708453,Nýrsko,St. 1269
,,,,,,,,,,,,Osek u Rokycan,712949,,p.č. St. 289
,,,,,,,,,,,,Neratovice,703567,Neratovice,St. 770
,,,,,,,,,,,,Zálší u Chocně,790745,Zálší,par.č.st. 8
,,,,,,,,,,,,Kateřinky u Opavy,711756,Opava,St. 449/1
,,,,,,,,,,,,Malá Čermná nad Orlicí,619787,Čermná nad Orlicí,"p.č. 235/1, 235/2, 235/3"
,,,,,,,,,,,,Chocenice,651982,Chocenice,"St. 177/1, St. 177/4"
,,,,,,,,,,,,Kunvald,677493,Kunvald,St. 438/1
,,,,,,,,,,,,Rohov,740438,Rohov,86/5
,,,,,,,,,,,,Škrovád,749800,Slatiňany,St. 148
,,,,,,,,,,,,Jablonec nad Nisou,655970,Jablonec nad Nisou,St. 2697
,,,,,,,,,,,,Horoměřice,644773,Horoměřice,st. 1311
,,,,,,,,,,,,,,,
,,,,,,,,,,,,Lipí,684023,Lipí,St. 244
,,,,,,,,,,,,Lovosice,687707,Lovosice,512/2
,,,,,,,,,,,,Bystřany-Světice,616737,Bystřany,236
,,,,,,,,,,,,Nový Hradec Králové,647187,Hradec Králové,st. p. 3519
,,,,,,,,,,,,Dobšice u Znojma,628123,Dobšice,320/30
,,,,,,,,,,,,Voděrady u Rychnova nad Kněžnou,784222,Voděrady,St. 18/2
,,,,,,,,,,,,Kamýk u Velkých Přílep,779351,Velké Přílepy,St. 215
,,,,,,,,,,,,Bystrc,611778,Brno,1584/3
,,,,,,,,,,,,Maršov u Krupky,675300,Krupka,St. 279; St. 280; St. 281
,,,,,,,,,,,,Znojmo-město,793418,Znojmo,p.č. 5615/31
,,,,,,,,,,,,Vimperk,782084,,"p.č. 1974/73, 1978/19"
,,,,,,,,,,,,Mšeno nad Nisou,656135,Jablonec nad Nisou,672/17
,,,,,,,,,,,,Dobřany,627615,Dobřany,St. 2369
,,,,,,,,,,,,Plzeň,721981,Plzeň,parc. č. 2583
,,,,,,,,,,,,Malé Hoštice,711870,Opava,325/5
,,,,,,,,,,,,Hoděšovice,640255,Býšť,St. 114
,,,,,,,,,,,,Kamenice u Jihlavy,662551,Kamenice,St. 343
,,,,,,,,,,,,Újezd nad Lesy,773778,Praha,2828/2
,,,,,,,,,,,,Chrast,653799,Chrast,St. 775
,,,,,,,,,,,,Strážov na Šumavě,756806,Strážov,St. 405/1
,,,,,,,,,,,,Běchovice,601527,Praha,1290/18
,,,,,,,,,,,,Běchovice,601527,Praha,1334
,,,,,,,,,,,,Nedakonice,702145,Nedakonice,par. č. st. 681
,,,,,,,,,,,,Václavice u Hrádku nad Nisou,775991,Hrádek nad Nisou,St. 438
,,,,,,,,,,,,Holice v Čechách,641146,Holice,64
,,,,,,,,,,,,Dubí-Pozorka,633461,Újezdeček,723/3
,,,,,,,,,,,,Bezděkov u Klatov,603481,Bezděkov,st. 320
,,,,,,,,,,,,Podvihov,724637,Opava,st. 279
,,,,,,,,,,,,Srbice u Kolovče,752916,Srbice,par. č. 112/14
,,,,,,,,,,,,Lukavec u Lovosic,688797,Lukavec,St. 158
,,,,,,,,,,,,Bolevec,722120,Plzeň,p.č. 2489
,,,,,,,,,,,,Trhový Štěpánov,768251,Trhový Štěpánov,parc. č. 1823/2
,,,,,,,,,,,,Švihov u Klatov,764621,Švihov,St. 664
,,,,,,,,,,,,Zdounky,792683,Zdounky,299
,,,,,,,,,,,,Žeravice u Kyjova,796425,Žeravice,St. 440
,,,,,,,,,,,,Lažánky u Veverské Bítýšky,679470,Veverská Bítýška,St. 162
,,,,,,,,,,,,Hůrky u Rokycan,649643,Hůrky,par.č.st. 8
,,,,,,,,,,,,Holice v Čechách,641146,Holice,688/3
,,,,,,,,,,,,Měšetice,678139,Sedlec-Prčice,St. 90/1
,,,,,,,,,,,,,,,
,,,,,,,,,,,,Žabovřesky u Českých Budějovic,794163,Žabovřesky,St. 23/2
,,,,,,,,,,,,Sedlec u Kutné Hory,677973,Kutná Hora,p.č. 600/3
,,,,,,,,,,,,Plumlov,721964,Plumlov,708
,,,,,,,,,,,,Horní Moštěnice,643572,Horní Moštěnice,St. 194
,,,,,,,,,,,,Vepřová,780057,Vepřová,St. 196
,,,,,,,,,,,,Holasice,640778,Holasice,p.č. 505
,,,,,,,,,,,,Lhůta u Tymákova,772089,Lhůta,St. 25
,,,,,,,,,,,,Turnov,771601,Turnov,3903/10;3903/11;1554/6
,,,,,,,,,,,,Svatava,760021,Svatava,parč. 30/2
,,,,,,,,,,,,České Velenice,622711,České Velenice,par. č. 321/29
,,,,,,,,,,,,Dubňany,633585,Dubňany,p.č.224/1
,,,,,,,,,,,,Štěrboholy,732516,Praha,"par.č. 28/1, 29"
,,,,,,,,,,,,Časy,653004,,p.č. 1229
,,,,,,,,,,,,Chmelištná,703508,Nepomyšl,par. č. st. 14
,,,,,,,,,,,,Vohančice,784419,Vohančice,88/1
,,,,,,,,,,,,Nupaky,623458,Nupaky,St. 1/9
,,,,,,,,,,,,Svinky,783404,Svinky,St. 3
,,,,,,,,,,,,Rejkovice,740047,Jince,p.č.16/1
,,,,,,,,,,,,Sklenov,748293,Hukvaldy,"St. 648, p.č. 39/1"
,,,,,,,,,,,,Beroun,602868,Beroun,St. 6071
,,,,,,,,,,,,Kněžice u Třebíče,667005,Kněžice,St. 411
,,,,,,,,,,,,České Budějovice 6,622346,,p.č. 2262
,,,,,,,,,,,,Červený Kostelec,621102,Červený Kostelec,St. 2075
,,,,,,,,,,,,Kučeř,676918,Kučeř,St. 8/1
,,,,,,,,,,,,Zákupy,790567,Zákupy,2302/2
,,,,,,,,,,,,Trnová u Plzně,768391,Trnová,St. 265
,,,,,,,,,,,,Martinov ve Slezsku,715379,Ostrava,3428/2
,,,,,,,,,,,,Vlkov u Jaroměře,784079,Vlkov,"parc.č. 226/10, 226/8"
,,,,,,,,,,,,Mochtín,698091,Mochtín,St. 111
,,,,,,,,,,,,Opatov na Moravě,711471,Opatov,St. 377
,,,,,,,,,,,,České Budějovice 2,621943,České Budějovice,1380
,,,,,,,,,,,,Šitbořice,762687,Šitbořice,1158/2
,,,,,,,,,,,,Ústí nad Orlicí,775274,Ústí nad Orlicí,"p.č. 1176, 1164"
,,,,,,,,,,,,Semily,747246,Semily,parc.č. 568
,,,,,,,,,,,,Kožlany,672068,Kožlany,"p.č. 2316/1,67,141,2308/2,"
,,,,,,,,,,,,Martinice v Krkonoších,758256,Martinice v Krkonoších,St. 407
,,,,,,,,,,,,Kamenný Újezd u Rokycan,662968,Kamenný Újezd,St. 134/2
,,,,,,,,,,,,Štítkov,763918,Svatá Maří,St. 146
,,,,,,,,,,,,Chotěboř,652831,Chotěboř,2260/14
,,,,,,,,,,,,Bílovice nad Svitavou,604551,Bílovice nad Svitavou,st. 1367
,,,,,,,,,,,,Cerhovice,617610,Cerhovice,p.č. 472
,,,,,,,,,,,,Dýšina,634280,Dýšina,st.p.č. 1241/66
,,,,,,,,,,,,Soběslav,751707,Soběslav,2205/153
,,,,,,,,,,,,Háje u Chebu,636576,Cheb,St. 1058
,,,,,,,,,,,,Moravský Krumlov,699128,Moravský Krumlov,"p.č. 3161/7, 3162/8"
,,,,,,,,,,,,Kryry,675466,Kryry,St. 83/1
,,,,,,,,,,,,Horní Jílovice,742732,Rožmberk nad Vltavou,st. 96; st. 218
,,,,,,,,,,,,Dobětice,757772,Ústí nad Labem,197/4
,,,,,,,,,,,,Lipence,683973,Praha,2322/6
,,,,,,,,,,,,Domanín,630608,Domanín,331/2
,,,,,,,,,,,,Bludov,605816,Bludov,p.č. 1276/2
,,,,,,,,,,,,Běšiny,603317,Běšiny,st.p.č. 342
,,,,,,,,,,,,Bartovice,715085,Ostrava,parc.č. 782
,,,,,,,,,,,,Kozojedy u Kostelce nad Černými Lesy,671886,Kozojedy,par. č. st. 553
,,,,,,,,,,,,Oprechtice na Šumavě,712027,Zahořany,par. č. 442/1
,,,,,,,,,,,,Brniště,609978,Brniště,St. 226/1
,,,,,,,,,,,,Sychotín,677442,Kunštát,parc. č. 128/3
,,,,,,,,,,,,Třebíč,769738,Třebíč,St. 475/1
,,,,,,,,,,,,Otín u Jindřichova Hradce,716502,Jindřichův Hradec,St. 911
,,,,,,,,,,,,Nivnice,704679,Nivnice,2741/4
,,,,,,,,,,,,Stráž pod Ralskem,756466,Stráž pod Ralskem,St. 896/1
,,,,,,,,,,,,Brnířov,609951,Brnířov,st.p.č. 185
,,,,,,,,,,,,Rudoltice u Lanškrouna,743500,Rudoltice,par.č.st. 498
,,,,,,,,,,,,Velká Bystřice,778281,Velká Bystřice,1627
,,,,,,,,,,,,Ústí nad Orlicí,775274,Ústí nad Orlicí,St. 37
,,,,,,,,,,,,Zruč,793621,Zruč-Senec,113
,,,,,,,,,,,,Kobeřice ve Slezsku,667340,Kobeřice,1103/1
,,,,,,,,,,,,Rozhled,661023,Jiřetín pod Jedlovou,par. č. 2/4
,,,,,,,,,,,,Libáň,681679,Libáň,"parc. č. 551/3, 552/3,4,14"
,,,,,,,,,,,,Votice,785041,Votice,St. 1693
,,,,,,,,,,,,Týnec u Janovic nad Úhlavou,772313,Týnec,St. 237
,,,,,,,,,,,,Doubravka,722677,Plzeň,st.p.č.  2257/13
,,,,,,,,,,,,Černá v Pošumaví,619868,Černá v Pošumaví,"p.č. 112/1, 112/2, 113/2"
,,,,,,,,,,,,Štramberk,764116,Štramberk,par. č. 2299
,,,,,,,,,,,,Lom u Mostu,686573,Lom,St. 405/3
,,,,,,,,,,,,Kolín,668150,Kolín,"par. č. st. 6924,6925"
,,,,,,,,,,,,Horní Lukavice,629693,Horní Lukavice,St. 283
,,,,,,,,,,,,Loučim,686972,Loučim,St. 15/1
,,,,,,,,,,,,Bělá nad Radbuzou,601624,Bělá nad Radbuzou,St. 464
,,,,,,,,,,,,Sněhotice,612740,Brodek u Prostějova,par. č. 42; 43
,,,,,,,,,,,,Sušice nad Otavou,759601,Sušice,par.č. st. 419/1
,,,,,,,,,,,,Horka nad Sázavou,642037,Horka II,St. 125
,,,,,,,,,,,,Čepirohy,619591,Most,St. 232/2
,,,,,,,,,,,,Střížkov,730866,Praha,534/45
,,,,,,,,,,,,Dubné,633623,Dubné,St. 234
,,,,,,,,,,,,Skaštice,748226,Skaštice,232
,,,,,,,,,,,,Příbor,735329,Příbor,3139
,,,,,,,,,,,,Bražec,701343,Náchod,p.č. 272/27
,,,,,,,,,,,,Šťáhlavy,763152,Šťáhlavy,St. 1313
,,,,,,,,,,,,Vepřek,706604,Nová Ves,St. 2/1
,,,,,,,,,,,,Přelouč,734560,Přelouč,St. 2133
,,,,,,,,,,,,Studeněves,758311,Studeněves,St. 56
,,,,,,,,,,,,,,,
,,,,,,,,,,,,Moravské Knínice,699055,Moravské Knínice,569/4
,,,,,,,,,,,,,,,
,,,,,,,,,,,,Nýrsko,708453,Nýrsko,St. 902/1
,,,,,,,,,,,,Pavlice,718319,Pavlice,St. 331; St. 332
,,,,,,,,,,,,Kralice nad Oslavou,672483,Kralice nad Oslavou,par.č.st. 20
,,,,,,,,,,,,Arnultovice u Nového Boru,707147,Nový Bor,484
,,,,,,,,,,,,Sádek u Poličky,745847,Sádek,par.č.st. 178
,,,,,,,,,,,,Kateřinky u Liberce,682438,Liberec,209/1
,,,,,,,,,,,,Staré Město u Frýdku-Místku,754498,Staré Město,2777/2
,,,,,,,,,,,,Hole u Průhonic,733962,Průhonice,17/1
,,,,,,,,,,,,Vysočany u Chomutova,648795,Hrušovany,par. č. st. 99
,,,,,,,,,,,,Strání,756113,Strání,St. 740
,,,,,,,,,,,,Suchdol nad Odrou,759163,Suchdol nad Odrou,1294/3
,,,,,,,,,,,,Odolena Voda,708992,Odolena Voda,St. 1123
,,,,,,,,,,,,Chvalkovice,655171,Chvalkovice,"parc.č. 2001/2 , 2001/5 - 8"
,,,,,,,,,,,,Veselí nad Lužnicí,780685,Veselí nad Lužnicí,3415/40
,,,,,,,,,,,,Moravská Chrastová,698784,Brněnec,St. 364
,,,,,,,,,,,,Předměřice nad Labem,734292,Předměřice nad Labem,st. 309/1-2; 324/1-2;
,,,,,,,,,,,,Luhačovice,688576,Luhačovice,St. 1691
,,,,,,,,,,,,Rosice nad Labem,741205,Pardubice,St. 1138
,,,,,,,,,,,,Děhylov,625418,Děhylov,160
,,,,,,,,,,,,Neředín,710687,Olomouc,St. 1475
,,,,,,,,,,,,Sokolnice,752193,Sokolnice,1789
,,,,,,,,,,,,Hrabětice,646431,Hrabětice,"par. č. 7600,7601,7602,7603"
,,,,,,,,,,,,Vážany u Kroměříže,674991,Kroměříž,465/33
,,,,,,,,,,,,Bručná,722367,Plzeň,759/2
,,,,,,,,,,,,Čkyně,624217,Čkyně,St. 164/2
,,,,,,,,,,,,Dalešice,624527,Dalešice,St. 71
,,,,,,,,,,,,,,,
,,,,,,,,,,,,Nepolisy,703397,Nepolisy,St. 137
,,,,,,,,,,,,Židenice,611115,Brno,7495/6
,,,,,,,,,,,,Domažlice,630853,Domažlice,p.č. 2047
,,,,,,,,,,,,Hůry,649651,Hůry,par. č. 506/6
,,,,,,,,,,,,Sulice,759431,Sulice,St. 830
,,,,,,,,,,,,Častolovice u České Lípy,621609,Česká Lípa,St. 18
,,,,,,,,,,,,Bělá nad Radbuzou,601624,Bělá nad Radbuzou,St. 462
,,,,,,,,,,,,Draženov,632112,Draženov,St.186
,,,,,,,,,,,,Koryčany,669661,Koryčany,par. č. 1365/2
,,,,,,,,,,,,Leskovice u Radomyšle,738212,Radomyšl,St. 25
,,,,,,,,,,,,Tři Studně,635332,Tři Studně,St. 212
,,,,,,,,,,,,Třebotovice,662216,,p.č. 20/1
,,,,,,,,,,,,Kralovice u Rakovníka,672645,Kralovice,par.č.st. 1339
,,,,,,,,,,,,Rešice,740161,Řešice,st. 20/1
,,,,,,,,,,,,Loza,628611,Loza,St. 957
,,,,,,,,,,,,Horní Ostrovec,716146,Ostrovec,St. 44
,,,,,,,,,,,,Tábor,764701,Tábor,parc.č.4745
,,,,,,,,,,,,Postřekov,726168,Postřekov,St. 104
,,,,,,,,,,,,Polom u Potštejna,681547,Polom,St. 67
,,,,,,,,,,,,Prostějov,733491,Prostějov,3386
,,,,,,,,,,,,Mirošov,695424,Mirošov,St. 584
,,,,,,,,,,,,Žabovřesky nad Ohří,794171,Žabovřesky nad Ohří,St. 46
,,,,,,,,,,,,Pražmo,733059,Pražmo,par.č. 182/5
,,,,,,,,,,,,Velká Ves u Broumova,612782,Broumov,p.č. 592
,,,,,,,,,,,,Mělčany u Dobrušky,627551,Dobruška,St. 37/1
,,,,,,,,,,,,Svinov,715506,Ostrava,802/165
,,,,,,,,,,,,Brozany nad Ohří,612898,Brozany nad Ohří,par.č.st. 24/1
,,,,,,,,,,,,České Heřmanice,622567,České Heřmanice,St. 293
,,,,,,,,,,,,Teplice-Trnovany,766259,Teplice,1409
,,,,,,,,,,,,Bernartice u Milevska,602663,Bernartice,par. č. st. 69
,,,,,,,,,,,,Lužany u Přeštic,689181,Lužany,St. 33/2
,,,,,,,,,,,,Rumburk,743518,Rumburk,parc. č. 1883/8
,,,,,,,,,,,,Trnová u Plzně,768391,Trnová,St. 780
,,,,,,,,,,,,Mělník,692816,Mělník,2521/1
,,,,,,,,,,,,Mělník,692816,Mělník,2448/3
,,,,,,,,,,,,Dolní Chodov,652172,Chodov,par. č. 1032
,,,,,,,,,,,,Chýnov u Tábora,655473,Chýnov,par.č.st. 791
,,,,,,,,,,,,Ostrov u Lanškrouna,715999,Ostrov,"St. 354, 233/2,3, p.č.1008/4"
,,,,,,,,,,,,Černěves,620092,Černěves,"p.č. 412/3, 418/1,7,14-16"
,,,,,,,,,,,,Dolní Nová Ves,679291,Lázně Bělohrad,St. 206/1
,,,,,,,,,,,,Veselá u Rokycan,780529,Veselá,St. 20
,,,,,,,,,,,,Šanov nad Jevišovkou,762016,Šanov,p.č. 796
,,,,,,,,,,,,Krusičany,675407,Týnec nad Sázavou,par. č. st. 383
,,,,,,,,,,,,Mratín,700118,Mratín,St. 308
,,,,,,,,,,,,Dubenec,633372,Dubenec,St. 153
,,,,,,,,,,,,Stonava,755630,Stonava,81/3
,,,,,,,,,,,,Slavičín,750085,Slavičín,St. 76/3
,,,,,,,,,,,,Blatná,605247,Blatná,par. č. st. 763
,,,,,,,,,,,,Moravský Písek,699233,Moravský Písek,parc.č. 5137-51156
,,,,,,,,,,,,Trnitá,610950,Brno,52/1
,,,,,,,,,,,,Bolešiny,607126,Bolešiny,st.p.č. 149
,,,,,,,,,,,,Nezdice nad Úhlavou,607959,Nezdice,St. 46/1
,,,,,,,,,,,,Řeporyje,745251,Praha,1376/263
,,,,,,,,,,,,Bystřice nad Úhlavou,617083,Nýrsko,St. 137
,,,,,,,,,,,,Příbraz,735663,Příbraz,St. 124
,,,,,,,,,,,,,,,
,,,,,,,,,,,,Černá Voda,619922,Černá Voda,St. 266
,,,,,,,,,,,,Bolevec,722120,Plzeň,2180/21
,,,,,,,,,,,,Jaktař,711730,Opava,1492/32
,,,,,,,,,,,,Radčice u Plzně,737411,Plzeň,p.č. 578/1
,,,,,,,,,,,,Svinov,715506,Ostrava,1248/1
,,,,,,,,,,,,Velešín,777854,Velešín,St. 826
,,,,,,,,,,,,Loučany na Hané,686921,Loučany,St. 246
,,,,,,,,,,,,Markvartice,691879,Markvartice,St. 20
,,,,,,,,,,,,Záluží nad Vltavou,790826,,p.č. 38/1
,,,,,,,,,,,,Velké Opatovice,779237,Velké Opatovice,228
,,,,,,,,,,,,,,,
,,,,,,,,,,,,Hrušovany u Brna,648833,Hrušovany u Brna,parc.č.761/19
,,,,,,,,,,,,Hořejší Vrchlabí,786349,Vrchlabí,St. 185
,,,,,,,,,,,,Kříše,613533,Břasy,St. 15/1
,,,,,,,,,,,,Hořičky,645281,Hořičky,St. 163
,,,,,,,,,,,,Homole,641588,Homole,553
,,,,,,,,,,,,Přemyšlení,792403,Zdiby,St. 206
,,,,,,,,,,,,Čejkovice u Hluboké nad Vltavou,618993,Čejkovice,St. 217
,,,,,,,,,,,,Zlín,635561,Zlín,St. 8963
,,,,,,,,,,,,Velvary,779962,Velvary,par.č.st. 422
,,,,,,,,,,,,Rudoltice u Lanškrouna,743500,Rudoltice,parc.č.4387
,,,,,,,,,,,,Vlkov u Jaroměře,784079,Vlkov,"par. č. 232/2,226/4,226/5"
,,,,,,,,,,,,Zlín,635561,Zlín,St. 570
,,,,,,,,,,,,Palkovice,717452,Palkovice,parc. č. 508/4
,,,,,,,,,,,,Rozdrojovice,742236,Rozdrojovice,707/83
,,,,,,,,,,,,Polička,725358,Polička,3874
,,,,,,,,,,,,Česká,621226,,p.č. 474/9
,,,,,,,,,,,,Kozlov u Jihlavy,671711,,p.č. st. 711
,,,,,,,,,,,,Trnová,717959,Pardubice,St. 264
,,,,,,,,,,,,Licoměřice,684678,Lipovec,St. 37/1
,,,,,,,,,,,,,,,
,,,,,,,,,,,,Jistebnice,661171,Jistebnice,p.č. 337
,,,,,,,,,,,,Osek u Rokycan,712949,Osek,p.č. 285
,,,,,,,,,,,,Ostrov u Macochy,716065,Ostrov u Macochy,p.č. st. 409
,,,,,,,,,,,,Albrechtice nad Vltavou,600229,Albrechtice nad Vltavou,par.č.st. 6/1
,,,,,,,,,,,,Újezd nad Lesy,773778,Praha,4268/326
,,,,,,,,,,,,Spojil,717851,Spojil,St. 231
,,,,,,,,,,,,Tachov,764914,Tachov,3924/2
,,,,,,,,,,,,Hodonín u Kunštátu,640409,Hodonín,St. 6/2
,,,,,,,,,,,,Vranovská Lhota,785369,Vranov,par. č. st. 79/3
,,,,,,,,,,,,Kněžpole u Uherského Hradiště,667102,Kněžpole,p.č. 372
,,,,,,,,,,,,Librantice,683485,Librantice,St. 189
,,,,,,,,,,,,Líbeznice,682667,Líbeznice,St. 812
,,,,,,,,,,,,Ještětice,752410,Solnice,St. 40
,,,,,,,,,,,,Štýřice,610186,Brno,1046/1
,,,,,,,,,,,,Vnorovy,784206,,p.č. 1376
,,,,,,,,,,,,Lipovka u Rychnova nad Kněžnou,684724,Černíkovice,St. 237
,,,,,,,,,,,,Doudlevce,722464,Plzeň,340
,,,,,,,,,,,,Sedlec u Obrnic,669628,Korozluky,St. 57
,,,,,,,,,,,,Telč,765546,,st 667/2
,,,,,,,,,,,,Česká Čermná,621269,Česká Čermná,par.č.st. 74
,,,,,,,,,,,,Moravský Lačnov,760994,Svitavy,St. 2255/1; St. 2255/2
,,,,,,,,,,,,Prasek,732885,Prasek,St. 362
,,,,,,,,,,,,Hostivař,732052,Praha,1907/7
,,,,,,,,,,,,Česká Lípa,621382,Česká Lípa,par. č. 5988/2
,,,,,,,,,,,,Hluboká nad Vltavou,639605,Hluboká nad Vltavou,par. č. st. 991
,,,,,,,,,,,,Bělá nad Radbuzou,601624,Bělá nad Radbuzou,1669/6
,,,,,,,,,,,,,,,
,,,,,,,,,,,,Třeboň,770230,Třeboň,parc.č. 1867
,,,,,,,,,,,,Lhota u Dobřan,680940,Plzeň,618/146
,,,,,,,,,,,,Bystřice u Benešova,616770,Bystřice,St. 198
,,,,,,,,,,,,Rohov,740438,Rohov,216
,,,,,,,,,,,,České Meziříčí,622656,České Meziříčí,par.č. 247/105
,,,,,,,,,,,,Škudly,681121,Přelouč,St. 53
,,,,,,,,,,,,Žamberk,794368,Žamberk,p.č. 10239
,,,,,,,,,,,,Borek u Českých Budějovic,607525,Červený Kostelec,St. 420
,,,,,,,,,,,,Svinary,760765,Hradec Králové,St. 501
,,,,,,,,,,,,Trnová u Jíloviště,660183,Trnová,St. 392
,,,,,,,,,,,,Mohelnice,698032,Mohelnice,p.č. 825/23
,,,,,,,,,,,,Česká Třebová,621757,Česká Třebová,St. 4626
,,,,,,,,,,,,Lochkov,686425,Praha,par.č. 308/2
,,,,,,,,,,,,Klášterec nad Orlicí,665720,Klášterec nad Orlicí,par. č. st. 360/2
,,,,,,,,,,,,Česká Lípa,621382,Česká Lípa,5907/7
,,,,,,,,,,,,Janovice nad Úhlavou,657131,Janovice nad Úhlavou,St. 532
,,,,,,,,,,,,Lichnov u Bruntálu,683752,Lichnov,653
,,,,,,,,,,,,Čáslav,618349,Čáslav,p.č. 3629
,,,,,,,,,,,,Hovorany,646377,Hovorany,3624
,,,,,,,,,,,,Loučovice,687138,Loučovice,St. 618
,,,,,,,,,,,,Újezd u Brna,773905,Újezd u Brna,par.č. 1208
,,,,,,,,,,,,Krásno nad Bečvou,776432,Valašské Meziříčí,St. 847
,,,,,,,,,,,,Komín,610585,Brno,par.č. 3334
,,,,,,,,,,,,Nymburk,708232,Nymburk,par.č.st. 4904
,,,,,,,,,,,,Dolní Libchavy,629553,Libchavy,St. 639/2
,,,,,,,,,,,,Žernovice,701718,Žernovice,st. parc. č. 60
,,,,,,,,,,,,Horní Bříza,642631,Horní Bříza,č.p. 375
,,,,,,,,,,,,Moravské Málkovice,699063,Moravské Málkovice,301/31
,,,,,,,,,,,,Běloves,701301,Náchod,St. 304
,,,,,,,,,,,,Smolkov,636509,Háj ve Slezsku,7
,,,,,,,,,,,,Nýrsko,708453,Nýrsko,St. 1276
,,,,,,,,,,,,Hořice v Podkrkonoší,645168,Hořice,St. 2933
,,,,,,,,,,,,Plzeň,721981,Plzeň,p.č. 8134/16; 274/54
,,,,,,,,,,,,Popovice nad Rokytnou,657514,Jaroměřice nad Rokytnou,"parc.č. 316/2, 317/1, 318/2,"
,,,,,,,,,,,,Ludgeřovice,688410,Ludgeřovice,parc. č. 966/7
,,,,,,,,,,,,Kroměříž,674834,Kroměříž,st.p.č. 438/3
,,,,,,,,,,,,Hulín,649309,Hulín,parc. č. 3485/14
,,,,,,,,,,,,Besednice,603210,Besednice,St. 79
,,,,,,,,,,,,Provodov,733881,Provodov-Šonov,96/4
,,,,,,,,,,,,Suché Lazce,759180,Opava,375/2
,,,,,,,,,,,,Hluboké Mašůvky,639664,Hluboké Mašůvky,St. 418
,,,,,,,,,,,,Rohozno,657166,Janovice nad Úhlavou,p.č. 39/2
,,,,,,,,,,,,Rozvadov,742643,Rozvadov,St. 486
,,,,,,,,,,,,Malý Pěčín,691411,Dačice,St. 111
,,,,,,,,,,,,Řepiště,745197,Řepiště,1220
,,,,,,,,,,,,Zaječice,737071,Pyšely,St. 134
,,,,,,,,,,,,Bručná,722367,Plzeň,677/80
,,,,,,,,,,,,Vlachovo Březí,783293,Vlachovo Březí,st. 973
,,,,,,,,,,,,Lhota za Červeným Kostelcem,621129,Červený Kostelec,St. 626
,,,,,,,,,,,,Červený Hrádek u Plzně,621081,Plzeň,318/30
,,,,,,,,,,,,České Zlatníky,708739,Obrnice,par. č. st. 31/1
,,,,,,,,,,,,Přísečná-Domoradice,623083,Český Krumlov,par.č.st. 241
,,,,,,,,,,,,Votice,785041,Votice,St. 320/1
,,,,,,,,,,,,Kejnice,664723,Kejnice,St. 41
,,,,,,,,,,,,Náchod,701262,Náchod,St. 2627
,,,,,,,,,,,,Vanovice,776831,Vanovice,St. 1/4
